Player,Nation,Pos,Age,Team,League,Min,90s,Gls,Ast,per_90_Gls,per_90_Ast,SoT,Crs,TklW,Int,CrdY,CrdR,Saves,CS,GA,Lig_Puani,Takim_Puani,Lig_Max_90s,oynanabilirlik_skoru,Zorluk_Seviyesi
Sofyan Amrabat,MAR,MF,28.0,Real Betis,ESP-La Liga,1392,15.47,0,0,0.0,0.0,1,8,13,13,4,0,0.0,0.0,0.0,95,40,38.0,32.89,Zor
Soner Dikmen,TUR,MF,31.0,Antalyaspor,TUR-Super Lig,2148,23.87,4,0,0.17,0.0,10,14,16,28,9,0,0.0,0.0,0.0,90,40,34.0,36.42,Zor
Soner Gönül,TUR,"DF,MF",28.0,Samsunspor,TUR-Super Lig,814,9.04,0,0,0.0,0.0,3,57,7,4,4,0,0.0,0.0,0.0,90,40,34.0,31.19,Zor
Soumaïla Coulibaly,FRA,DF,21.0,Brest,FRA-Ligue 1,1338,14.87,0,0,0.0,0.0,2,1,12,13,3,0,0.0,0.0,0.0,85,40,34.0,33.25,Zor
Soungoutou Magassa,FRA,MF,21.0,West Ham,ENG-Premier League,981,10.9,1,0,0.09,0.0,2,9,23,17,4,0,0.0,0.0,0.0,100,40,38.0,31.44,Zor
Stanislav Lobotka,SVK,MF,30.0,Napoli,ITA-Serie A,2431,27.01,1,1,0.04,0.04,4,5,16,16,3,0,0.0,0.0,0.0,90,90,48.28,78.11,Orta
Stanley N'Soki,FRA,"DF,MF",26.0,Union Berlin,GER-Bundesliga,816,9.07,1,2,0.11,0.22,1,12,9,18,2,0,0.0,0.0,0.0,90,40,34.0,31.2,Zor
Stefan Bell,GER,DF,33.0,Mainz 05,GER-Bundesliga,1039,11.54,2,1,0.17,0.09,5,1,6,19,4,0,0.0,0.0,0.0,90,40,34.0,32.07,Zor
Stefan Posch,AUT,DF,28.0,Mainz 05,ITA-Serie A,1788,19.87,1,0,0.05,0.0,6,21,25,25,5,0,0.0,0.0,0.0,90,40,48.28,32.94,Zor
Stefan Savić,MNE,DF,34.0,Trabzonspor,TUR-Super Lig,1756,19.51,1,1,0.05,0.05,2,3,8,21,3,0,0.0,0.0,0.0,90,90,34.0,78.49,Orta
Stefan Schimmer,GER,FW,31.0,Heidenheim,GER-Bundesliga,820,9.11,5,1,0.55,0.11,12,10,4,4,1,0,0.0,0.0,0.0,90,40,34.0,31.22,Zor
Stefano Denswil,SUR,DF,32.0,Kayserispor,TUR-Super Lig,2721,30.23,1,0,0.03,0.0,2,5,14,25,3,0,0.0,0.0,0.0,90,40,34.0,38.67,Zor
Stefano Moreo,ITA,"FW,MF",32.0,Pisa,ITA-Serie A,2307,25.63,7,1,0.27,0.04,20,28,11,21,2,0,0.0,0.0,0.0,90,40,48.28,34.37,Zor
Stole Dimitrievski,MKD,GK,31.0,Valencia,ESP-La Liga,1800,20.0,0,0,0.0,0.0,0,0,0,1,1,0,52.0,5.0,25.0,95,40,38.0,34.32,Zor
Strahinja Pavlović,SRB,DF,24.0,Milan,ITA-Serie A,2869,31.88,5,1,0.16,0.03,6,15,26,20,4,0,0.0,0.0,0.0,90,80,48.28,71.85,Zor
Suat Serdar,GER,MF,28.0,Hellas Verona,ITA-Serie A,1108,12.31,2,0,0.16,0.0,7,7,20,10,3,0,0.0,0.0,0.0,90,40,48.28,31.06,Zor
Sven Botman,NED,DF,25.0,Newcastle,ENG-Premier League,1835,20.39,1,1,0.05,0.05,4,2,14,25,2,0,0.0,0.0,0.0,100,75,38.0,64.57,Zor
Taha Altıkardeş,TUR,DF,21.0,Göztepe,TUR-Super Lig,1383,15.37,1,0,0.07,0.0,3,14,13,29,0,0,0.0,0.0,0.0,90,40,34.0,33.42,Zor
Tajon Buchanan,CAN,MF,26.0,Villarreal,ESP-La Liga,1819,20.21,7,1,0.35,0.05,11,33,19,22,8,0,0.0,0.0,0.0,95,75,38.0,64.47,Zor
Takefusa Kubo,JPN,MF,24.0,Real Sociedad,ESP-La Liga,1503,16.7,2,4,0.12,0.24,12,39,18,10,2,0,0.0,0.0,0.0,95,75,38.0,62.39,Zor
Takumi Minamino,JPN,MF,30.0,Monaco,FRA-Ligue 1,944,10.49,3,2,0.29,0.19,7,8,3,3,4,0,0.0,0.0,0.0,85,70,34.0,55.48,Zor
Talha Ulvan,BEL,DF,24.0,Eyüpspor,TUR-Super Lig,1112,12.36,2,0,0.16,0.0,5,38,22,15,3,0,0.0,0.0,0.0,90,40,34.0,32.36,Zor
Talisca,BRA,"MF,FW",31.0,Fenerbahçe,TUR-Super Lig,1944,21.6,19,4,0.88,0.19,48,12,4,8,2,0,0.0,0.0,0.0,90,100,34.0,89.06,Kolay
Tammy Abraham,ENG,FW,27.0,Beşiktaş,ENG-Premier League,1533,17.03,9,1,0.53,0.06,19,5,3,6,3,0,0.0,0.0,0.0,100,100,38.0,83.44,Orta
Tani Oluwaseyi,CAN,FW,25.0,Villarreal,ESP-La Liga,901,10.01,2,2,0.2,0.2,7,3,5,1,1,0,0.0,0.0,0.0,95,75,38.0,58.43,Zor
Tanner Tessmann,USA,MF,23.0,Lyon,FRA-Ligue 1,1953,21.7,1,0,0.05,0.0,8,17,21,13,2,0,0.0,0.0,0.0,85,70,34.0,62.4,Zor
Tarik Muharemovic,BIH,DF,22.0,Sassuolo,ITA-Serie A,2835,31.5,2,2,0.06,0.06,7,2,24,45,7,0,0.0,0.0,0.0,90,40,48.28,35.83,Zor
Tayfur Bingöl,TUR,"MF,FW",32.0,Kocaelispor,TUR-Super Lig,2121,23.57,5,2,0.21,0.08,18,22,23,15,7,0,0.0,0.0,0.0,90,40,34.0,36.32,Zor
Taylan Antalyalı,TUR,MF,30.0,Rizespor,TUR-Super Lig,1301,14.46,0,0,0.0,0.0,3,8,17,20,4,0,0.0,0.0,0.0,90,40,34.0,33.1,Zor
Tayyib Talha Sanuç,TUR,DF,25.0,Gaziantep,TUR-Super Lig,1334,14.82,0,0,0.0,0.0,1,1,14,31,4,0,0.0,0.0,0.0,90,40,34.0,33.23,Zor
Terry Yegbe,GHA,DF,24.0,Metz,FRA-Ligue 1,1963,21.81,0,1,0.0,0.05,2,5,7,22,3,0,0.0,0.0,0.0,85,40,34.0,35.7,Zor
Tete Morente,ESP,MF,28.0,Elche,ESP-La Liga,1788,19.87,1,1,0.05,0.05,3,75,20,14,3,0,0.0,0.0,0.0,95,40,38.0,34.27,Zor
Teun Koopmeiners,NED,"MF,DF",27.0,Juventus,ITA-Serie A,1827,20.3,0,0,0.0,0.0,7,47,13,18,5,0,0.0,0.0,0.0,90,85,48.28,70.22,Zor
Thalisson Kelven,BRA,DF,27.0,Gençlerbirliği,TUR-Super Lig,2526,28.07,2,0,0.07,0.0,6,6,26,34,7,2,0.0,0.0,0.0,90,40,34.0,37.91,Zor
Thiago Almada,ARG,"MF,FW",24.0,Atlético Madrid,ESP-La Liga,1311,14.57,3,1,0.21,0.07,10,40,18,9,2,1,0.0,0.0,0.0,95,92,38.0,74.98,Zor
Thibault De Smet,BEL,DF,27.0,Paris FC,FRA-Ligue 1,1144,12.71,0,1,0.0,0.08,0,26,11,10,6,2,0.0,0.0,0.0,85,40,34.0,32.49,Zor
Thibaut Courtois,BEL,GK,33.0,Real Madrid,ESP-La Liga,2880,32.0,0,0,0.0,0.0,0,0,1,0,1,0,70.0,13.0,28.0,95,100,38.0,95.26,Kolay
Thierno Barry,FRA,FW,22.0,Everton,ENG-Premier League,1914,21.27,8,0,0.38,0.0,14,4,4,5,3,0,0.0,0.0,0.0,100,40,38.0,34.72,Zor
Thierry Correia,POR,"DF,MF",26.0,Valencia,ESP-La Liga,1392,15.47,0,2,0.0,0.13,1,42,22,18,5,0,0.0,0.0,0.0,95,40,38.0,32.89,Zor
Thilo Kehrer,GER,DF,28.0,Monaco,FRA-Ligue 1,2353,26.14,0,0,0.0,0.0,1,5,39,31,8,2,0.0,0.0,0.0,85,70,34.0,65.15,Zor
Thomas Kristensen,DEN,DF,23.0,Udinese,ITA-Serie A,2472,27.47,3,0,0.11,0.0,6,4,15,27,4,0,0.0,0.0,0.0,90,40,48.28,34.83,Zor
Thomas Lemar,FRA,MF,29.0,Girona,ESP-La Liga,1258,13.98,3,1,0.21,0.07,8,56,15,5,4,0,0.0,0.0,0.0,95,75,38.0,60.78,Zor
Thomas Meunier,BEL,DF,33.0,Lille,FRA-Ligue 1,1909,21.21,2,2,0.09,0.09,5,51,18,17,3,0,0.0,0.0,0.0,85,70,34.0,62.1,Zor
Thomas Partey,GHA,MF,32.0,Villarreal,ESP-La Liga,934,10.38,0,0,0.0,0.0,2,3,6,13,1,0,0.0,0.0,0.0,95,75,38.0,58.65,Zor
Théo Le Bris,FRA,MF,22.0,Lorient,FRA-Ligue 1,1893,21.03,2,2,0.1,0.1,7,81,28,17,0,0,0.0,0.0,0.0,85,40,34.0,35.42,Zor
Tiago Djaló,POR,DF,25.0,Beşiktaş,TUR-Super Lig,1464,16.27,2,0,0.12,0.0,3,0,16,27,4,0,0.0,0.0,0.0,90,100,34.0,84.36,Orta
Tiago Gabriel,POR,DF,20.0,Lecce,ITA-Serie A,3219,35.77,2,0,0.06,0.0,4,2,40,46,7,0,0.0,0.0,0.0,90,40,48.28,36.89,Zor
Tiago Tomás,POR,"MF,FW",23.0,Stuttgart,GER-Bundesliga,1020,11.33,5,3,0.44,0.26,10,12,8,5,4,0,0.0,0.0,0.0,90,75,34.0,60.0,Zor
Tiago Çukur,TUR,"FW,MF",22.0,Karagümrük,TUR-Super Lig,1543,17.14,2,3,0.12,0.18,10,20,6,3,3,0,0.0,0.0,0.0,90,40,34.0,34.05,Zor
Tijjani Noslin,NED,FW,26.0,Lazio,ITA-Serie A,1148,12.76,4,2,0.31,0.16,13,10,6,3,6,1,0.0,0.0,0.0,90,75,48.28,58.45,Zor
Tijjani Reijnders,NED,MF,27.0,Manchester City,ENG-Premier League,1631,18.12,5,2,0.28,0.11,16,43,4,11,2,0,0.0,0.0,0.0,100,100,38.0,84.31,Orta
Tim Iroegbunam,ENG,MF,22.0,Everton,ENG-Premier League,1487,16.52,0,2,0.0,0.12,1,3,44,22,9,0,0.0,0.0,0.0,100,40,38.0,33.22,Zor
Tim Jabol-Folcarelli,FRA,MF,25.0,Trabzonspor,TUR-Super Lig,2327,25.86,0,3,0.0,0.12,1,2,35,27,4,0,0.0,0.0,0.0,90,90,34.0,83.54,Orta
Tim Lemperle,GER,FW,23.0,Hoffenheim,GER-Bundesliga,1944,21.6,8,2,0.37,0.09,21,27,16,6,3,1,0.0,0.0,0.0,90,40,34.0,35.62,Zor
Tim Siersleben,GER,DF,25.0,Heidenheim,GER-Bundesliga,1081,12.01,0,0,0.0,0.0,3,13,16,21,2,0,0.0,0.0,0.0,90,40,34.0,32.24,Zor
Timothy Castagne,BEL,"DF,MF",29.0,Fulham,ENG-Premier League,1845,20.5,0,0,0.0,0.0,6,48,24,28,4,0,0.0,0.0,0.0,100,40,38.0,34.47,Zor
Timothy Weah,USA,"MF,DF",25.0,Marseille,FRA-Ligue 1,2253,25.03,2,2,0.08,0.08,10,62,35,15,5,0,0.0,0.0,0.0,85,70,34.0,64.46,Zor
Tino Livramento,ENG,DF,22.0,Newcastle,ENG-Premier League,1328,14.76,0,1,0.0,0.07,0,36,14,2,1,0,0.0,0.0,0.0,100,75,38.0,61.24,Zor
Tolu Arokodare,NGA,FW,24.0,Wolves,ENG-Premier League,1419,15.77,3,1,0.19,0.06,16,0,4,5,1,0,0.0,0.0,0.0,100,40,38.0,32.98,Zor
Tom Bischof,GER,"DF,MF",20.0,Bayern Munich,GER-Bundesliga,1302,14.47,3,3,0.21,0.21,9,26,18,15,2,0,0.0,0.0,0.0,90,100,34.0,82.77,Orta
Tom Dele-Bashiru,NGA,MF,25.0,Gençlerbirliği,TUR-Super Lig,2360,26.22,0,1,0.0,0.04,3,1,25,22,1,0,0.0,0.0,0.0,90,40,34.0,37.25,Zor
Tom Krauß,GER,"MF,DF",24.0,Köln,GER-Bundesliga,1780,19.78,0,2,0.0,0.1,2,14,43,26,4,0,0.0,0.0,0.0,90,40,34.0,34.98,Zor
Tom Louchet,FRA,MF,22.0,Nice,FRA-Ligue 1,1367,15.19,3,2,0.2,0.13,6,51,17,9,1,1,0.0,0.0,0.0,85,40,34.0,33.36,Zor
Tom Rothe,GER,"MF,DF",20.0,Union Berlin,GER-Bundesliga,1029,11.43,2,0,0.17,0.0,5,35,15,21,1,1,0.0,0.0,0.0,90,40,34.0,32.03,Zor
Toma Bašić,CRO,MF,28.0,Lazio,ITA-Serie A,1735,19.28,2,3,0.1,0.16,12,48,16,9,0,1,0.0,0.0,0.0,90,75,48.28,61.49,Zor
Tommaso Barbieri,ITA,MF,22.0,Cremonese,ITA-Serie A,1707,18.97,0,1,0.0,0.05,2,78,26,14,8,0,0.0,0.0,0.0,90,40,48.28,32.71,Zor
Tommaso Pobega,ITA,MF,26.0,Bologna,ITA-Serie A,1434,15.93,3,1,0.19,0.06,10,2,19,19,2,1,0.0,0.0,0.0,90,40,48.28,31.96,Zor
Tomoya Ando,JPN,DF,26.0,St Pauli,GER-Bundesliga,1260,14.0,0,1,0.0,0.07,2,6,23,14,3,0,0.0,0.0,0.0,90,40,34.0,32.94,Zor
Tomáš Souček,CZE,MF,30.0,West Ham,ENG-Premier League,2200,24.44,5,0,0.2,0.0,14,14,23,16,3,1,0.0,0.0,0.0,100,40,38.0,35.72,Zor
Toni Borevkovic,CRO,DF,28.0,Samsunspor,TUR-Super Lig,1139,12.66,1,0,0.08,0.0,1,0,11,16,2,0,0.0,0.0,0.0,90,40,34.0,32.47,Zor
Toni Martínez,ESP,FW,28.0,Alavés,ESP-La Liga,2714,30.16,14,3,0.46,0.1,36,14,15,4,2,0,0.0,0.0,0.0,95,40,38.0,37.52,Zor
Torbjørn Heggem,NOR,DF,26.0,Bologna,ITA-Serie A,2113,23.48,0,0,0.0,0.0,2,1,19,25,0,1,0.0,0.0,0.0,90,40,48.28,33.84,Zor
Tosin Aiyegun,BEN,"FW,MF",27.0,Lorient,FRA-Ligue 1,1073,11.92,5,0,0.42,0.0,12,6,5,1,1,0,0.0,0.0,0.0,85,40,34.0,32.21,Zor
Toti Gomes,POR,DF,26.0,Wolves,ENG-Premier League,1424,15.82,0,0,0.0,0.0,2,11,11,13,2,1,0.0,0.0,0.0,100,40,38.0,33.0,Zor
Trai Hume,NIR,"DF,MF",23.0,Sunderland,ENG-Premier League,3036,33.73,2,1,0.06,0.03,7,88,46,25,9,0,0.0,0.0,0.0,100,40,38.0,38.65,Zor
Trent Alexander-Arnold,ENG,DF,26.0,Real Madrid,ESP-La Liga,1163,12.92,0,4,0.0,0.31,2,126,10,13,4,0,0.0,0.0,0.0,95,100,38.0,80.2,Orta
Trevoh Chalobah,ENG,DF,26.0,Chelsea,ENG-Premier League,2783,30.92,3,0,0.1,0.0,5,5,22,37,3,1,0.0,0.0,0.0,100,80,38.0,75.53,Orta
Tylel Tati,FRA,DF,17.0,Nantes,FRA-Ligue 1,1721,19.12,0,0,0.0,0.0,0,1,13,14,5,1,0.0,0.0,0.0,85,40,34.0,34.75,Zor
Tyler Adams,USA,MF,26.0,Bournemouth,ENG-Premier League,1772,19.69,2,2,0.1,0.1,6,3,24,30,8,0,0.0,0.0,0.0,100,70,38.0,59.88,Zor
Tyler Morton,ENG,MF,22.0,Lyon,FRA-Ligue 1,2517,27.97,2,2,0.07,0.07,8,83,29,24,6,1,0.0,0.0,0.0,85,70,34.0,66.28,Zor
Tyrhys Dolan,ENG,MF,23.0,Espanyol,ESP-La Liga,2415,26.83,2,5,0.07,0.19,12,105,35,15,7,1,0.0,0.0,0.0,95,40,38.0,36.47,Zor
Tyrick Mitchell,ENG,MF,25.0,Crystal Palace,ENG-Premier League,3251,36.12,1,2,0.03,0.06,7,104,65,33,6,0,0.0,0.0,0.0,100,70,38.0,68.96,Zor
Tyrone Mings,ENG,DF,32.0,Aston Villa,ENG-Premier League,1324,14.71,0,0,0.0,0.0,1,4,2,11,1,0,0.0,0.0,0.0,100,80,38.0,65.29,Zor
Uchenna Ogundu,NGA,FW,19.0,Alanyaspor,GER-Bundesliga,1029,11.43,2,1,0.17,0.09,8,3,3,4,3,0,0.0,0.0,0.0,90,40,34.0,32.03,Zor
Ulisses Garcia,SUI,DF,29.0,Sassuolo,ITA-Serie A,1154,12.82,1,2,0.08,0.16,2,35,12,8,4,1,0.0,0.0,0.0,90,40,48.28,31.19,Zor
Umar Sadiq,NGA,FW,28.0,Valencia,ESP-La Liga,1064,11.82,4,2,0.34,0.17,10,6,5,1,4,0,0.0,0.0,0.0,95,40,38.0,31.73,Zor
Umut Bozok,TUR,FW,28.0,Eyüpspor,TUR-Super Lig,2102,23.36,6,6,0.26,0.26,20,5,5,5,4,0,0.0,0.0,0.0,90,40,34.0,36.24,Zor
Umut Güneş,TUR,MF,25.0,Başakşehir,TUR-Super Lig,1999,22.21,1,0,0.05,0.0,2,11,21,22,3,0,0.0,0.0,0.0,90,75,34.0,67.2,Zor
Umut Meraş,TUR,DF,29.0,Eyüpspor,TUR-Super Lig,1823,20.26,0,2,0.0,0.1,1,37,20,33,2,0,0.0,0.0,0.0,90,40,34.0,35.15,Zor
Umut Nayir,TUR,FW,32.0,Konyaspor,TUR-Super Lig,2063,22.92,9,3,0.39,0.13,19,6,1,1,2,0,0.0,0.0,0.0,90,40,34.0,36.09,Zor
Unai Elgezabal,ESP,"DF,MF",32.0,Levante,ESP-La Liga,958,10.64,1,0,0.09,0.0,1,0,4,4,2,0,0.0,0.0,0.0,95,40,38.0,31.36,Zor
Unai Gómez,ESP,MF,22.0,Athletic Club,ESP-La Liga,936,10.4,1,1,0.1,0.1,7,23,8,3,1,0,0.0,0.0,0.0,95,75,38.0,58.66,Zor
Unai López,ESP,MF,29.0,Rayo Vallecano,ESP-La Liga,1612,17.91,0,4,0.0,0.22,4,62,16,21,8,1,0.0,0.0,0.0,95,40,38.0,33.66,Zor
Unai Núñez,ESP,DF,28.0,Hellas Verona,ESP-La Liga,2176,24.18,0,0,0.0,0.0,2,15,29,34,9,0,0.0,0.0,0.0,95,40,38.0,35.64,Zor
Unai Simón,ESP,GK,28.0,Athletic Club,ESP-La Liga,3330,37.0,0,0,0.0,0.0,0,0,0,0,1,0,97.0,6.0,54.0,95,75,38.0,74.41,Zor
Urko González,ESP,"DF,MF",24.0,Espanyol,ESP-La Liga,2634,29.27,0,1,0.0,0.03,1,12,33,29,7,0,0.0,0.0,0.0,95,40,38.0,37.24,Zor
Uğurcan Yazgılı,TUR,DF,26.0,Konyaspor,TUR-Super Lig,2001,22.23,0,1,0.0,0.04,2,9,32,40,9,0,0.0,0.0,0.0,90,40,34.0,35.85,Zor
Uğurcan Çakır,TUR,GK,29.0,Galatasaray,TUR-Super Lig,2610,29.0,0,0,0.0,0.0,0,0,0,0,4,0,76.0,11.0,22.0,90,100,34.0,95.59,Kolay
Valentin Mihaila,ROU,"MF,FW",25.0,Rizespor,TUR-Super Lig,1302,14.47,5,3,0.35,0.21,15,21,4,5,4,0,0.0,0.0,0.0,90,40,34.0,33.11,Zor
Valentin Rongier,FRA,MF,30.0,Rennes,FRA-Ligue 1,2745,30.5,2,5,0.07,0.16,10,21,48,36,6,0,0.0,0.0,0.0,85,40,34.0,38.76,Zor
Valentin Rosier,FRA,"DF,MF",28.0,Osasuna,ESP-La Liga,2547,28.3,1,1,0.04,0.04,3,46,32,43,6,1,0.0,0.0,0.0,95,40,38.0,36.94,Zor
Valentino Lazaro,AUT,MF,29.0,Torino,ITA-Serie A,2252,25.02,0,2,0.0,0.08,2,135,25,22,4,0,0.0,0.0,0.0,90,40,48.28,34.22,Zor
Valentín Barco,ARG,MF,21.0,Strasbourg,FRA-Ligue 1,2168,24.09,2,4,0.08,0.17,10,103,33,14,5,1,0.0,0.0,0.0,85,40,34.0,36.5,Zor
Valentín Castellanos,ARG,FW,26.0,West Ham,ENG-Premier League,2076,23.07,8,3,0.35,0.13,30,15,12,9,8,0,0.0,0.0,0.0,100,40,38.0,35.29,Zor
Valentín Gómez,ARG,DF,22.0,Real Betis,ESP-La Liga,1882,20.91,1,0,0.05,0.0,5,12,25,23,5,0,0.0,0.0,0.0,95,40,38.0,34.6,Zor
Vanja Milinković-Savić,SRB,GK,28.0,Napoli,ITA-Serie A,2430,27.0,0,1,0.0,0.04,0,0,0,0,0,0,52.0,11.0,24.0,90,90,48.28,78.1,Orta
Vedat Muriqi,KVX,FW,31.0,Mallorca,ESP-La Liga,3128,34.76,23,1,0.66,0.03,50,6,3,3,4,1,0.0,0.0,0.0,95,40,38.0,38.98,Zor
Veysel Sarı,TUR,DF,37.0,Antalyaspor,TUR-Super Lig,1923,21.37,1,1,0.05,0.05,3,1,28,22,4,0,0.0,0.0,0.0,90,40,34.0,35.54,Zor
Victor Lindelöf,SWE,"DF,MF",31.0,Aston Villa,ENG-Premier League,948,10.53,0,1,0.0,0.09,0,0,3,8,0,0,0.0,0.0,0.0,100,80,38.0,62.65,Zor
Victor Nelsson,DEN,DF,26.0,Hellas Verona,ITA-Serie A,3315,36.83,0,0,0.0,0.0,1,5,45,75,4,0,0.0,0.0,0.0,90,40,48.28,37.15,Zor
Victor Osimhen,NGA,FW,26.0,Galatasaray,TUR-Super Lig,1707,18.97,15,5,0.79,0.26,40,14,10,6,8,0,0.0,0.0,0.0,90,100,34.0,86.74,Kolay
Victor Parada,ESP,DF,23.0,Alavés,ESP-La Liga,2146,23.84,0,3,0.0,0.13,3,31,14,9,9,1,0.0,0.0,0.0,95,40,38.0,35.53,Zor
Viktor Gyökeres,SWE,FW,27.0,Arsenal,ENG-Premier League,2224,24.71,14,1,0.57,0.04,22,8,5,1,5,0,0.0,0.0,0.0,100,95,38.0,85.03,Kolay
Viktor Tsyhankov,UKR,"MF,FW",27.0,Girona,ESP-La Liga,2630,29.22,6,5,0.21,0.17,21,120,22,21,3,0,0.0,0.0,0.0,95,75,38.0,69.8,Zor
Vincent Marchetti,FRA,MF,28.0,Paris FC,FRA-Ligue 1,825,9.17,2,1,0.22,0.11,7,1,13,5,1,0,0.0,0.0,0.0,85,40,34.0,31.24,Zor
Vincenzo Grifo,ITA,MF,32.0,Freiburg,GER-Bundesliga,1710,19.0,7,4,0.37,0.21,12,111,5,16,0,0,0.0,0.0,0.0,90,40,34.0,34.71,Zor
Vinicius Júnior,BRA,"FW,MF",25.0,Real Madrid,ESP-La Liga,2815,31.28,16,5,0.51,0.16,46,63,15,2,8,0,0.0,0.0,0.0,95,100,38.0,94.69,Kolay
Vinicius Souza,BRA,MF,26.0,Wolfsburg,GER-Bundesliga,1764,19.6,0,0,0.0,0.0,2,4,32,25,5,0,0.0,0.0,0.0,90,40,34.0,34.92,Zor
Virgil van Dijk,NED,DF,34.0,Liverpool,ENG-Premier League,3420,38.0,6,0,0.16,0.0,14,1,15,26,4,0,0.0,0.0,0.0,100,95,38.0,95.0,Kolay
Vitaliy Mykolenko,UKR,DF,26.0,Everton,ENG-Premier League,2958,32.87,0,1,0.0,0.03,2,93,25,27,6,0,0.0,0.0,0.0,100,40,38.0,38.38,Zor
Vitaly Janelt,GER,MF,27.0,Brentford,ENG-Premier League,1443,16.03,1,4,0.06,0.25,3,61,17,27,8,0,0.0,0.0,0.0,100,40,38.0,33.06,Zor
Vitinha,POR,"FW,MF",25.0,Genoa,ITA-Serie A,4345,48.28,6,8,0.12,0.17,30,88,52,40,7,0,0.0,0.0,0.0,90,40,48.28,40.0,Zor
Vitor Reis,BRA,DF,19.0,Girona,ESP-La Liga,3138,34.87,1,1,0.03,0.03,4,0,32,35,9,1,0.0,0.0,0.0,95,75,38.0,73.15,Zor
Vladimír Coufal,CZE,"DF,MF",32.0,Hoffenheim,GER-Bundesliga,3012,33.47,1,8,0.03,0.24,6,209,35,39,4,0,0.0,0.0,0.0,90,40,34.0,39.81,Zor
Vladyslav Vanat,UKR,FW,23.0,Girona,ESP-La Liga,1942,21.58,9,1,0.42,0.05,18,5,3,3,4,0,0.0,0.0,0.0,95,75,38.0,65.28,Zor
Václav Černý,CZE,"FW,MF",27.0,Beşiktaş,GER-Bundesliga,2038,22.64,5,8,0.22,0.35,26,84,12,12,1,0,0.0,0.0,0.0,90,100,34.0,89.98,Kolay
Víctor Chust,ESP,DF,25.0,Elche,ESP-La Liga,2166,24.07,1,0,0.04,0.0,3,36,35,20,8,1,0.0,0.0,0.0,95,40,38.0,35.6,Zor
Víctor García,ESP,"MF,FW",27.0,Levante,ESP-La Liga,1040,11.56,2,1,0.17,0.09,8,65,15,7,1,0,0.0,0.0,0.0,95,40,38.0,31.65,Zor
Víctor Muñoz,ESP,"MF,FW",22.0,Osasuna,ESP-La Liga,2656,29.51,6,2,0.2,0.07,31,99,13,10,3,0,0.0,0.0,0.0,95,40,38.0,37.32,Zor
Wagner Pina,CPV,DF,22.0,Trabzonspor,TUR-Super Lig,2439,27.1,0,7,0.0,0.26,4,72,41,26,4,1,0.0,0.0,0.0,90,90,34.0,84.52,Orta
Waldemar Anton,GER,DF,29.0,Dortmund,GER-Bundesliga,2880,32.0,2,0,0.06,0.0,6,12,42,33,3,0,0.0,0.0,0.0,90,95,34.0,93.32,Kolay
Walid Cheddira,MAR,FW,27.0,Lecce,ITA-Serie A,1221,13.57,4,1,0.29,0.07,12,8,3,1,3,0,0.0,0.0,0.0,90,40,48.28,31.37,Zor
Warmed Omari,COM,DF,25.0,Hamburger SV,GER-Bundesliga,1605,17.83,0,1,0.0,0.06,1,4,19,28,0,0,0.0,0.0,0.0,90,40,34.0,34.29,Zor
Warren Bondo,FRA,MF,21.0,Cremonese,ITA-Serie A,1762,19.58,0,0,0.0,0.0,2,3,16,9,5,0,0.0,0.0,0.0,90,40,48.28,32.87,Zor
Warren Kamanzi,NOR,MF,24.0,Toulouse,FRA-Ligue 1,870,9.67,1,1,0.1,0.1,2,12,11,7,1,0,0.0,0.0,0.0,85,40,34.0,31.41,Zor
Warren Zaïre-Emery,FRA,"DF,MF",19.0,PSG,FRA-Ligue 1,2447,27.19,3,4,0.11,0.15,7,15,29,11,3,0,0.0,0.0,0.0,85,100,34.0,93.99,Kolay
Wesley,BRA,MF,20.0,Roma,ESP-La Liga,2536,28.18,5,0,0.18,0.0,13,98,40,23,7,2,0.0,0.0,0.0,95,75,38.0,69.19,Zor
Wesley Fofana,FRA,DF,24.0,Chelsea,ENG-Premier League,1722,19.13,0,1,0.0,0.05,1,2,11,38,9,2,0.0,0.0,0.0,100,80,38.0,68.08,Zor
Wesley Saïd,FRA,MF,30.0,Lens,FRA-Ligue 1,1991,22.12,12,2,0.54,0.09,27,22,15,9,2,0,0.0,0.0,0.0,85,70,34.0,62.66,Zor
Weston McKennie,USA,MF,26.0,Juventus,ITA-Serie A,2835,31.5,5,5,0.16,0.16,16,36,24,26,5,0,0.0,0.0,0.0,90,85,48.28,76.14,Orta
Wilfred Ndidi,NGA,MF,28.0,Beşiktaş,TUR-Super Lig,1996,22.18,2,0,0.09,0.0,10,5,34,40,5,0,0.0,0.0,0.0,90,100,34.0,89.57,Kolay
Wilfried Singo,CIV,DF,24.0,Galatasaray,TUR-Super Lig,951,10.57,2,1,0.19,0.09,3,9,11,14,3,0,0.0,0.0,0.0,90,100,34.0,79.33,Orta
Will Hughes,ENG,MF,30.0,Crystal Palace,ENG-Premier League,1571,17.46,0,0,0.0,0.0,0,45,16,15,7,0,0.0,0.0,0.0,100,70,38.0,58.65,Zor
Willem Geubbels,FRA,FW,23.0,Paris FC,FRA-Ligue 1,1013,11.26,5,0,0.44,0.0,9,9,2,6,0,0,0.0,0.0,0.0,85,40,34.0,31.97,Zor
